SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,OFFICER_IN_UNIFORM_FLAG,CONSENT_GIVEN_FLG,WEAPON_FOUND_FLAG,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,STOP_LOCATION_BORO_NAME,STOP_WAS_INITIATED,MONTH2
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
MENACING,Y,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
ASSAULT,Y,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,December
AUTO STRIPPING,N,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
CPW,N,Y,(null),N,FEMALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on C/W on Scene,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
CPSP,Y,Y,N,N,MALE,WHITE,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
MENACING,N,Y,(null),Y,MALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
PETIT LARCENY,Y,Y,(null),N,MALE,BLACK,QUEENS,Based on Radio Run,December
ASSAULT,Y,Y,(null),N,MALE,WHITE,MANHATTAN,Based on Self Initiated,December
ASSAULT,N,Y,(null),N,MALE,BLACK HISPANIC,MANHATTAN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
OTHER,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,December
OTHER,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,December
BURGLARY,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,December
MENACING,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on C/W on Scene,December
CRIMINAL TRESPASS,Y,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
MENACING,N,Y,(null),N,MALE,BLACK,BRONX,Based on C/W on Scene,December
ROBBERY,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
ROBBERY,N,Y,(null),N,MALE,WHITE,BROOKLYN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,WHITE,BROOKLYN,Based on Radio Run,December
CRIMINAL SALE OF CONTROLLED SUBSTANCE,N,Y,Y,Y,MALE,BLACK,QUEENS,Based on Self Initiated,December
PETIT LARCENY,N,Y,(null),N,FEMALE,WHITE,QUEENS,Based on Radio Run,December
ROBBERY,Y,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Radio Run,December
CPW,N,Y,Y,N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,November
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,Y,Y,FEMALE,BLACK,BRONX,Based on Radio Run,December
BURGLARY,Y,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,December
CPW,N,Y,(null),N,(null),BLACK,BRONX,Based on Radio Run,December
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,November
GRAND LARCENY AUTO,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,November
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),Y,MALE,BLACK,BROOKLYN,Based on C/W on Scene,December
ROBBERY,N,N,(null),N,MALE,BLACK,QUEENS,Based on Self Initiated,December
CPW,Y,Y,Y,Y,MALE,WHITE,QUEENS,Based on Radio Run,December
PETIT LARCENY,Y,Y,(null),N,MALE,BLACK HISPANIC,MANHATTAN,Based on Radio Run,December
ROBBERY,Y,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Radio Run,December
ROBBERY,Y,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Radio Run,December
MURDER,Y,Y,(null),N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
ASSAULT,N,Y,(null),Y,MALE,BLACK,MANHATTAN,Based on Radio Run,December
PETIT LARCENY,N,Y,Y,N,FEMALE,BLACK,MANHATTAN,Based on Radio Run,December
GRAND LARCENY AUTO,N,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
GRAND LARCENY AUTO,N,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
GRAND LARCENY AUTO,N,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
GRAND LARCENY AUTO,N,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
GRAND LARCENY AUTO,N,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
GRAND LARCENY AUTO,N,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
BURGLARY,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
CPW,Y,Y,(null),Y,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,December
ASSAULT,Y,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
MENACING,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
ROBBERY,Y,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
GRAND LARCENY,Y,Y,Y,N,FEMALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Radio Run,December
PETIT LARCENY,Y,Y,(null),N,MALE,WHITE,QUEENS,Based on Self Initiated,December
PETIT LARCENY,Y,Y,(null),N,MALE,BLACK,QUEENS,Based on Radio Run,December
BURGLARY,Y,Y,(null),Y,MALE,BLACK,MANHATTAN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK HISPANIC,BROOKLYN,Based on Radio Run,December
OTHER,Y,Y,(null),N,MALE,BLACK HISPANIC,QUEENS,Based on Radio Run,December
BURGLARY,Y,Y,(null),N,MALE,WHITE,MANHATTAN,Based on Radio Run,December
BURGLARY,Y,Y,(null),N,MALE,WHITE,MANHATTAN,Based on Radio Run,December
MENACING,Y,Y,(null),N,MALE,BLACK,MANHATTAN,Based on C/W on Scene,December
CPW,N,Y,(null),N,MALE,MIDDLE EASTERN/SOUTHWEST ASIAN,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
OTHER,N,Y,N,Y,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
MENACING,Y,Y,(null),N,MALE,WHITE HISPANIC,BROOKLYN,Based on C/W on Scene,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
ROBBERY,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
ROBBERY,Y,Y,(null),N,FEMALE,BLACK HISPANIC,QUEENS,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,STATEN ISLAND,Based on Self Initiated,December
CPW,N,Y,(null),N,(null),BLACK,MANHATTAN,Based on Radio Run,December
MENACING,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on C/W on Scene,December
CRIMINAL MISCHIEF,Y,Y,(null),Y,MALE,BLACK,BRONX,Based on C/W on Scene,December
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,December
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,December
CPW,N,Y,Y,N,MALE,BLACK,BRONX,Based on Radio Run,December
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,December
RECKLESS ENDANGERMENT,N,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
ROBBERY,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),Y,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
ROBBERY,Y,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
ROBBERY,Y,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
ROBBERY,Y,Y,(null),N,FEMALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK HISPANIC,QUEENS,Based on Radio Run,December
PETIT LARCENY,Y,Y,(null),N,FEMALE,BLACK,STATEN ISLAND,Based on Radio Run,December
CRIMINAL MISCHIEF,Y,Y,(null),Y,MALE,BLACK,MANHATTAN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
PETIT LARCENY,N,Y,(null),N,FEMALE,BLACK,BROOKLYN,Based on Radio Run,December
MENACING,N,Y,(null),N,MALE,WHITE HISPANIC,BROOKLYN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
PETIT LARCENY,N,Y,(null),N,FEMALE,BLACK,MANHATTAN,Based on C/W on Scene,December
ASSAULT,Y,Y,(null),N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,December
CPW,N,Y,Y,N,MALE,BLACK,MANHATTAN,Based on Radio Run,December
CPW,Y,Y,(null),Y,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,December
CPW,Y,Y,(null),Y,MALE,BLACK,BRONX,Based on Radio Run,December
CPW,Y,Y,(null),Y,MALE,BLACK,BRONX,Based on Radio Run,December
CPW,Y,Y,(null),Y,MALE,BLACK,BRONX,Based on Radio Run,December
PETIT LARCENY,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on C/W on Scene,December
MENACING,N,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
BURGLARY,N,Y,(null),N,MALE,WHITE,BROOKLYN,Based on Radio Run,December
OTHER,N,Y,(null),N,MALE,BLACK HISPANIC,BROOKLYN,Based on C/W on Scene,December
OTHER,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,Y,N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BROOKLYN,Based on Self Initiated,December
CPW,Y,Y,(null),Y,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,Y,Y,(null),Y,MALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
ROBBERY,N,Y,(null),N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,December
ROBBERY,N,Y,(null),N,FEMALE,BLACK,MANHATTAN,Based on Radio Run,December
ROBBERY,Y,Y,(null),Y,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,December
ROBBERY,Y,Y,(null),N,MALE,WHITE,MANHATTAN,Based on Radio Run,December
ROBBERY,Y,Y,(null),Y,MALE,BLACK,MANHATTAN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on C/W on Scene,December
CPW,N,Y,(null),N,FEMALE,BLACK,MANHATTAN,Based on Radio Run,December
ASSAULT,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on C/W on Scene,December
BURGLARY,N,Y,(null),N,FEMALE,BLACK,QUEENS,Based on Radio Run,December
BURGLARY,N,Y,(null),N,MALE,BLACK HISPANIC,QUEENS,Based on Radio Run,December
CRIMINAL MISCHIEF,Y,Y,(null),N,FEMALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Radio Run,December
ASSAULT,N,Y,(null),N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,December
PETIT LARCENY,N,Y,(null),N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,December
BURGLARY,N,Y,(null),N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,December
GRAND LARCENY AUTO,Y,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Radio Run,December
GRAND LARCENY,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Radio Run,December
CPW,Y,Y,Y,N,MALE,BLACK,BRONX,Based on Radio Run,December
PETIT LARCENY,N,Y,(null),N,FEMALE,BLACK,BROOKLYN,Based on C/W on Scene,December
OTHER,Y,Y,(null),N,MALE,WHITE,BROOKLYN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
GRAND LARCENY AUTO,Y,Y,(null),N,MALE,WHITE HISPANIC,QUEENS,Based on Self Initiated,December
CRIMINAL TRESPASS,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,December
BURGLARY,Y,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
CRIMINAL TRESPASS,N,Y,(null),N,FEMALE,WHITE,BROOKLYN,Based on Radio Run,December
PETIT LARCENY,N,Y,N,N,FEMALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,Y,N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
OTHER,N,Y,(null),N,FEMALE,WHITE,MANHATTAN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
ROBBERY,Y,Y,(null),N,MALE,WHITE HISPANIC,QUEENS,Based on C/W on Scene,December
RAPE,Y,Y,(null),N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,December
CPW,N,Y,(null),N,FEMALE,BLACK,MANHATTAN,Based on Radio Run,December
ROBBERY,Y,Y,(null),N,FEMALE,BLACK,BRONX,Based on Radio Run,December
ROBBERY,Y,Y,(null),N,FEMALE,BLACK,BRONX,Based on Radio Run,December
ROBBERY,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on C/W on Scene,December
ROBBERY,N,Y,Y,N,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,December
PETIT LARCENY,N,Y,(null),N,MALE,WHITE,BROOKLYN,Based on Radio Run,December
PETIT LARCENY,N,Y,(null),N,MALE,WHITE,BROOKLYN,Based on Radio Run,December
PETIT LARCENY,N,Y,(null),N,FEMALE,BLACK,MANHATTAN,Based on Radio Run,December
CPW,Y,Y,(null),N,MALE,WHITE HISPANIC,MANHATTAN,Based on C/W on Scene,December
CRIMINAL SALE OF CONTROLLED SUBSTANCE,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
MENACING,Y,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CRIMINAL TRESPASS,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,Y,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,November
CPW,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,December
BURGLARY,Y,N,(null),N,MALE,WHITE,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),Y,MALE,BLACK,QUEENS,Based on Self Initiated,December
PETIT LARCENY,Y,Y,(null),N,FEMALE,WHITE,STATEN ISLAND,Based on C/W on Scene,December
ROBBERY,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Radio Run,December
ROBBERY,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Radio Run,December
CPW,N,Y,Y,N,FEMALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
CRIMINAL TRESPASS,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
BURGLARY,Y,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),Y,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,Y,N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
BURGLARY,N,Y,(null),N,FEMALE,BLACK HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
ROBBERY,N,Y,(null),Y,MALE,BLACK,BRONX,Based on Radio Run,December
CPW,Y,Y,(null),N,MALE,WHITE,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
RECKLESS ENDANGERMENT,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,N,Y,MALE,BLACK HISPANIC,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
PETIT LARCENY,Y,Y,(null),N,MALE,BLACK,BROOKLYN,Based on C/W on Scene,December
PETIT LARCENY,Y,Y,(null),N,MALE,BLACK,BROOKLYN,Based on C/W on Scene,December
GRAND LARCENY AUTO,N,Y,(null),N,MALE,WHITE,BROOKLYN,Based on Radio Run,December
RECKLESS ENDANGERMENT,Y,Y,(null),N,MALE,BLACK,QUEENS,Based on C/W on Scene,December
RECKLESS ENDANGERMENT,N,Y,(null),N,MALE,BLACK,QUEENS,Based on C/W on Scene,December
RECKLESS ENDANGERMENT,N,Y,(null),N,MALE,BLACK,QUEENS,Based on C/W on Scene,December
RECKLESS ENDANGERMENT,N,Y,(null),N,MALE,BLACK,QUEENS,Based on C/W on Scene,December
PETIT LARCENY,Y,Y,(null),N,MALE,BLACK,QUEENS,Based on Radio Run,December
PROSTITUTION,N,N,(null),N,FEMALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Self Initiated,December
PROSTITUTION,N,N,(null),N,FEMALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Self Initiated,December
PROSTITUTION,N,N,(null),N,FEMALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Self Initiated,December
PROSTITUTION,N,N,(null),N,FEMALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Self Initiated,December
GRAND LARCENY AUTO,Y,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
GRAND LARCENY AUTO,Y,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
BURGLARY,N,Y,(null),N,MALE,WHITE HISPANIC,QUEENS,Based on Self Initiated,December
BURGLARY,N,Y,(null),N,MALE,WHITE HISPANIC,QUEENS,Based on Self Initiated,December
CPW,N,Y,Y,N,MALE,BLACK,QUEENS,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,STATEN ISLAND,Based on Self Initiated,December
ROBBERY,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Radio Run,December
BURGLARY,N,Y,(null),N,MALE,WHITE,MANHATTAN,Based on Radio Run,December
BURGLARY,N,Y,(null),N,MALE,WHITE,MANHATTAN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
BURGLARY,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,AMERICAN INDIAN/ALASKAN NATIVE,BRONX,Based on Self Initiated,December
CPW,N,Y,Y,Y,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),Y,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,December
ASSAULT,N,Y,Y,N,FEMALE,WHITE HISPANIC,BRONX,Based on Radio Run,December
CPW,N,Y,Y,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,Y,N,FEMALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,Y,N,MALE,BLACK,BROOKLYN,Based on C/W on Scene,December
ASSAULT,Y,Y,(null),N,MALE,BLACK,BROOKLYN,Based on C/W on Scene,December
RECKLESS ENDANGERMENT,Y,Y,(null),N,MALE,BLACK,QUEENS,Based on Radio Run,December
ASSAULT,Y,Y,(null),N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,December
MENACING,N,Y,(null),N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,MANHATTAN,Based on Self Initiated,December
CPW,Y,Y,(null),Y,MALE,BLACK,MANHATTAN,Based on Self Initiated,December
CPW,Y,Y,(null),Y,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,December
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
ASSAULT,N,Y,(null),N,FEMALE,BLACK,BRONX,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
CPW,Y,Y,(null),Y,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,December
ASSAULT,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
PETIT LARCENY,N,Y,(null),N,MALE,WHITE,BROOKLYN,Based on Radio Run,December
BURGLARY,Y,Y,(null),N,FEMALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
BURGLARY,N,Y,(null),N,MALE,WHITE HISPANIC,BROOKLYN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,December
ASSAULT,Y,Y,(null),N,MALE,WHITE,QUEENS,Based on C/W on Scene,December
CPW,N,Y,N,N,MALE,BLACK,QUEENS,Based on Self Initiated,December
PETIT LARCENY,Y,Y,(null),N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,December
BURGLARY,N,Y,(null),N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,December
GRAND LARCENY,N,Y,(null),N,MALE,WHITE,MANHATTAN,Based on Self Initiated,December
CPW,N,Y,Y,N,MALE,WHITE,MANHATTAN,Based on C/W on Scene,December
ROBBERY,N,Y,(null),N,MALE,BLACK,BRONX,Based on Radio Run,December
ASSAULT,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,December
